,MolLogP,MolWt,NumRotatableBonds,AromaticProportion,logS,logS Pred
225,1.9725,70.13499999999999,0.0,0.0,-2.56,-1.669413446283888
226,1.7485,68.11900000000001,1.0,0.0,-2.03,-1.4867599268290193
227,1.9725,70.13499999999999,1.0,0.0,-2.73,-1.666212936257748
228,2.3626000000000005,84.16199999999999,2.0,0.0,-3.03,-2.044931613309729
229,2.337600000000001,130.231,4.0,0.0,-1.72,-2.3240088878704594
230,1.9475,116.20399999999998,3.0,0.0,-1.08,-1.9452902108184777
231,1.5574,102.17699999999998,2.0,0.0,-0.49,-1.566571533766497
232,1.4133,102.177,2.0,0.0,-0.7,-1.459687363112325
233,4.301420000000002,192.261,0.0,0.9333333333333332,-6.96,-4.597752659166455
234,1.1673,88.14999999999998,1.0,0.0,0.15,-1.1878528567145166
235,2.0524,72.151,1.0,0.0,-3.18,-1.7387817750323047
236,1.0248,88.14999999999999,2.0,0.0,-0.47,-1.0789549537791499
237,3.2227000000000023,114.232,4.0,0.0,-5.08,-2.874937806188248
238,3.148220000000001,142.201,0.0,0.9090909090909092,-3.77,-3.401764704387366
239,2.442500000000001,86.178,2.0,0.0,-3.74,-2.1175004520842857
240,1.4149,102.177,3.0,0.0,-1.11,-1.4576736308311307
241,4.301420000000003,192.261,0.0,0.9333333333333332,-5.84,-4.597752659166456
242,1.70062,108.14,0.0,0.75,-0.62,-2.035928333826329
243,0.6347,74.12299999999999,1.0,0.0,0.1,-0.7002362767271695
244,1.6623,58.124,0.0,0.0,-2.55,-1.3600630979803243
245,1.5824,56.108,0.0,0.0,-2.33,-1.2874942592057674
246,0.7282199999999999,146.153,0.0,0.9090909090909092,-0.12,-1.6328436739559888
247,1.1853,86.134,0.0,0.0,0.11,-1.1911004912349652
248,2.5454,144.17299999999997,0.0,0.9090909090909092,-2.28,-2.9676451115830758
249,0.6715,89.094,1.0,0.0,-0.62,-0.8263298123887015
250,2.727700000000002,144.258,6.0,0.0,-2.74,-2.6995270548963
251,2.935900000000001,142.242,6.0,0.0,-2.58,-2.8406523838210282
252,2.337600000000001,130.231,5.0,0.0,-2.09,-2.3208083778443194
253,2.5458000000000007,128.21499999999995,5.0,0.0,-2.05,-2.4619337067690474
254,1.1673,88.14999999999999,2.0,0.0,-0.29,-1.1846523466883765
255,1.3755,86.13399999999999,2.0,0.0,-0.19,-1.325777675613105
256,1.0577,138.16599999999997,3.0,0.6,-0.7,-1.6841248900840362
257,0.3871,60.096,0.0,0.0,0.43,-0.4272149925844154
258,-0.1036,85.10600000000001,0.0,0.0,1.07,-0.2282927961355622
259,3.5079000000000025,172.312,8.0,0.0,-2.94,-3.4569644090002627
260,1.4149,102.177,1.0,0.0,-0.5,-1.4640746508834108
261,1.4133,102.177,0.0,0.0,-0.62,-1.4660883831646052
262,1.6215,100.161,0.0,0.0,-0.72,-1.607213712089334
263,2.832600000000001,100.20499999999998,2.0,0.0,-4.23,-2.4994196391624066
264,2.901600000000001,192.001,1.0,0.5454545454545454,-3.2,-3.390403037591263
265,2.6990000000000007,163.003,0.0,0.6666666666666666,-1.25,-3.1032548198187198
266,2.00904,122.167,0.0,0.6666666666666666,-1.38,-2.3219988615227636
267,1.69844,107.156,0.0,0.75,0.36,-2.0278176690227747
268,4.660400000000002,223.102,1.0,0.8571428571428571,-6.39,-5.032107551847393
269,2.699,163.003,0.0,0.6666666666666666,-1.34,-3.103254819818719
270,2.00904,122.16699999999996,0.0,0.6666666666666666,-1.4,-2.3219988615227636
271,1.69844,107.15599999999998,0.0,0.75,0.38,-2.0278176690227743
272,2.782800000000001,352.39000000000004,6.0,0.4615384615384615,-5.071000000000001,-4.309222048150131
273,2.3486,142.58499999999998,1.0,0.6666666666666666,-2.78,-2.705406121033598
274,4.007000000000002,188.657,1.0,0.9230769230769232,-4.88,-4.348046303744278
275,2.0456,128.558,0.0,0.75,-0.7,-2.426556312974307
276,1.13888,89.525,1.0,0.0,-0.29,-1.1758467110985171
277,2.0025999999999997,324.33600000000007,4.0,0.5,-4.47,-3.5680602273548816
278,1.9475,116.204,3.0,0.0,-0.85,-1.9452902108184777
279,1.9475,116.20399999999998,4.0,0.0,-1.47,-1.9420897007923377
280,3.9531000000000023,394.471,9.0,0.4137931034482758,-6.301,-5.425173968991812
281,1.5574,102.177,3.0,0.0,-0.8,-1.563371023740357
282,1.7656,100.161,3.0,0.0,-0.83,-1.7044963526650858
283,3.5630000000000024,380.444,8.0,0.4285714285714285,-5.886,-5.052708945132341
284,1.8098,82.14599999999999,0.0,0.0,-1.99,-1.6279967973469383
285,1.8284,70.135,1.0,0.0,-2.73,-1.5593287656035757
286,1.0232,88.14999999999999,1.0,0.0,-0.18,-1.0809686860603445
287,1.2314,86.13399999999999,1.0,0.0,-0.12,-1.222094014985073
288,1.4149,102.177,3.0,0.0,-0.72,-1.4576736308311307
289,1.4149,102.177,3.0,0.0,-0.71,-1.4576736308311307
290,1.6215,100.161,2.0,0.0,-0.67,-1.6008126920370538
291,2.3376,130.23099999999997,4.0,0.0,-1.6,-2.3240088878704586
292,1.9475,116.20399999999998,3.0,0.0,-0.98,-1.9452902108184777
293,1.5574,102.17699999999998,2.0,0.0,-0.36,-1.566571533766497
294,1.0248,88.14999999999999,2.0,0.0,-0.51,-1.0789549537791499
295,5.553220000000004,268.3589999999999,0.0,0.8571428571428571,-7.92,-5.9962079691951455
296,3.2227000000000023,114.232,4.0,0.0,-5.16,-2.874937806188248
297,2.4763200000000003,131.17799999999997,0.0,0.9,-2.42,-2.8268015450801585
298,2.442500000000001,86.178,2.0,0.0,-3.68,-2.1175004520842857
299,1.7006199999999998,108.14,0.0,0.75,-0.68,-2.035928333826329
300,2.3376,130.23099999999997,5.0,0.0,-1.98,-2.3208083778443185
301,4.343200000000004,408.498,10.0,0.4,-6.523,-5.7980559030641174
302,1.1673,88.15,2.0,0.0,-0.24,-1.1846523466883767
303,1.3755,86.134,2.0,0.0,-0.28,-1.3257776756131052
304,3.172900000000002,366.417,7.0,0.4444444444444444,-4.678,-4.680707154842686
305,2.3927000000000005,338.36300000000006,5.0,0.48,-4.907,-3.938315627086333
306,4.660400000000002,223.102,1.0,0.8571428571428571,-6.56,-5.032107551847393
307,2.1547,173.009,0.0,0.75,-1.09,-2.800823801030726
308,2.7575200000000013,171.03700000000003,0.0,0.75,-3.19,-3.2349433938350165
309,2.3486,142.585,1.0,0.6666666666666666,-2.78,-2.705406121033598
310,2.0456,128.558,0.0,0.75,-0.7,-2.426556312974307
311,2.6484200000000007,126.586,0.0,0.75,-3.08,-2.860675905778597
312,2.5574200000000005,120.19499999999996,1.0,0.6666666666666666,-3.11,-2.712537831529135
313,1.9475,116.204,4.0,0.0,-1.4,-1.9420897007923377
314,2.1557000000000004,114.188,4.0,0.0,-1.3,-2.083215029717067
315,3.220600000000001,194.27399999999992,5.0,0.4285714285714285,-2.59,-3.57975423589224
316,0.7871999999999999,95.10099999999998,0.0,0.8571428571428571,1.02,-1.3177028786655391
317,3.118420000000002,134.22199999999998,1.0,0.6,-3.77,-3.1930087920875034
318,0.4283999999999998,162.15200000000002,1.0,0.8333333333333334,-1.11,-1.4807796760748273
319,1.4133,102.17699999999998,2.0,0.0,-0.8,-1.4596873631123248
320,1.6215,100.161,2.0,0.0,-0.74,-1.6008126920370538
321,3.662020000000002,168.239,1.0,0.9230769230769232,-4.62,-3.9574183245963
322,1.4149,102.177,3.0,0.0,-1.14,-1.4576736308311307
323,0.7282199999999999,146.15299999999996,0.0,0.9090909090909092,-0.466,-1.6328436739559886
324,1.5531999999999997,180.163,2.0,0.4615384615384615,-2.692,-2.27341318895498
325,0.9449,86.134,3.0,0.0,-0.15,-1.0031856049784533
326,1.1050999999999993,224.26,3.0,0.0,-2.253,-2.033542276582416
327,1.3510999999999993,238.287,3.0,0.0,-2.593,-2.3085772930063646
328,0.4909999999999996,208.217,4.0,0.0,-2.077,-1.4689695700494267
329,0.6507999999999994,212.249,2.0,0.0,-2.766,-1.6205082676508198
330,-0.6214000000000004,156.141,0.0,0.0,-1.742,-0.3130008806989619
331,2.271,148.205,0.0,0.5454545454545454,-1.99,-2.6368432091333673
332,5.763040000000004,256.348,0.0,0.9,-7.01,-6.0907108169790245
333,0.3248999999999995,196.206,3.0,0.0,-1.614,-1.2697039024261747
334,0.5708999999999995,210.233,3.0,0.0,-1.7080000000000002,-1.5447389188501233
335,-0.0652000000000003,182.179,2.0,0.0,-1.16,-0.8909852253741943
336,0.8664999999999998,244.25,3.0,0.3333333333333333,-2.369,-2.1295380431079933
337,1.1849999999999992,226.27599999999995,4.0,0.0,-2.658,-2.102910605330832
338,0.4047999999999994,198.222,2.0,0.0,-2.148,-1.3454732512268714
339,0.7003999999999997,232.239,2.0,0.3529411764705882,-2.322,-1.9385697061911435
340,-0.7977000000000001,130.078,0.0,0.6666666666666666,-1.077,-0.2923453190941422
341,1.9404,145.161,0.0,0.9090909090909092,-2.54,-2.525414853975232
342,-0.2313000000000005,170.16799999999998,1.0,0.0,-1.228,-0.6917195577509423
343,5.454620000000004,242.321,0.0,0.9473684210526316,-6.59,-5.789421237960585
344,-0.3394800000000001,125.131,0.0,0.6666666666666666,-1.4580000000000002,-0.5995770496470869
345,2.935900000000001,142.242,6.0,0.0,-2.58,-2.8406523838210282
346,4.728400000000002,243.309,0.0,0.9473684210526316,-6.2,-5.257277731451293
347,1.9404,145.161,0.0,0.9090909090909092,-2.16,-2.525414853975232
348,0.4283999999999998,162.15200000000002,1.0,0.8333333333333334,-1.139,-1.4807796760748273
349,5.454620000000004,242.321,0.0,0.9473684210526316,-6.57,-5.789421237960585
350,5.763040000000005,256.348,0.0,0.9,-7.02,-6.090710816979026
351,0.4283999999999998,162.152,1.0,0.8333333333333334,-0.91,-1.480779676074827
352,0.7282199999999998,146.153,0.0,0.9090909090909092,-0.8540000000000001,-1.6328436739559886
353,1.9403999999999997,145.16099999999997,0.0,0.9090909090909092,-2.42,-2.525414853975231
354,4.609840000000004,206.288,0.0,0.875,-6.57,-4.894402283513553
355,3.6986000000000017,194.233,0.0,0.9333333333333332,-4.73,-4.163633066362165
356,4.301420000000003,192.261,0.0,0.9333333333333332,-5.89,-4.597752659166456
357,5.630000000000004,466.47900000000016,10.0,0.4444444444444444,-6.237,-7.153961369677555
358,2.938400000000001,154.21199999999996,0.0,0.8333333333333334,-4.63,-3.2933395822233935
359,3.3236000000000017,152.19599999999994,0.0,0.8333333333333334,-3.96,-3.565752199182741
